	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
D3Ertd254e	0.727787568	-0.755301481	0.580534316	-1.301045365	0.193242927	NA
D3Ertd751e	0.784090009	-0.902705975	0.6125498	-1.473685854	0.140566193	NA
D430001N20	0	NA	NA	NA	NA	NA
D430019H16Rik	0	NA	NA	NA	NA	NA
D430020J02Rik	3.129236784	0.550720168	0.692436321	0.795336915	0.426417545	NA
D430034N21	0	NA	NA	NA	NA	NA
D430036J16Rik	0	NA	NA	NA	NA	NA
D430041D05Rik	0	NA	NA	NA	NA	NA
D430042O09Rik	4.42270614	-1.040095754	0.668315595	-1.556294306	0.119638125	NA
D430050E20Rik	0	NA	NA	NA	NA	NA
D430050G20	0	NA	NA	NA	NA	NA
D4Bwg0951e	0	NA	NA	NA	NA	NA
D4Ertd22e	38.77141034	-0.106726271	0.322736504	-0.330691663	0.7408774	NA
D4Ertd617e	0	NA	NA	NA	NA	NA
D530049N12Rik	0	NA	NA	NA	NA	NA
D5Ertd577e	0	NA	NA	NA	NA	NA
D5Ertd579e	11.67315443	-0.581435701	0.540358408	-1.076018608	0.281918935	NA
D5Wsu178e	3.434399085	0.729298455	0.689062008	1.058393071	0.289876277	NA
D630002G06Rik	0	NA	NA	NA	NA	NA
D630003M21Rik	0	NA	NA	NA	NA	NA
D630004N19Rik	0	NA	NA	NA	NA	NA
D630013N20Rik	0	NA	NA	NA	NA	NA
D630023F18Rik	0	NA	NA	NA	NA	NA
D630029K05Rik	0.139997909	0.159077634	0.309937777	0.513256679	0.607771783	NA
D630032N06Rik	0.139997909	0.159077634	0.309937777	0.513256679	0.607771783	NA
D630037F22Rik	1.009306981	1.11633014	0.637925926	1.749936936	0.080129196	NA
D630039A03Rik	0	NA	NA	NA	NA	NA
D630041G03Rik	0	NA	NA	NA	NA	NA
D630042F21Rik	0	NA	NA	NA	NA	NA
D630042P16Rik	0	NA	NA	NA	NA	NA
D630044L22Rik	0.854924517	-0.019712386	0.625143325	-0.031532586	0.974844805	NA
D630045J12Rik	0.125780329	0.144425925	0.296608341	0.486924691	0.626311701	NA
D630045M09Rik	0	NA	NA	NA	NA	NA
D6Ertd474e	0	NA	NA	NA	NA	NA
D6Ertd527e	0	NA	NA	NA	NA	NA
D6Mm5e	6.953151327	0.153617719	0.614887272	0.249830702	0.802718275	NA
D6Wsu116e	13.45359031	0.236850522	0.470812183	0.503067956	0.614916495	NA
D6Wsu163e	7.07772795	0.113737366	0.598451217	0.190052861	0.849267708	NA
D730001G18Rik	0	NA	NA	NA	NA	NA
D730002M21Rik	0	NA	NA	NA	NA	NA
D730005E14Rik	9.747730347	0.373056167	0.551787106	0.67608714	0.498985321	NA
D730039F16Rik	0	NA	NA	NA	NA	NA
D730040F13Rik	1.46830208	0.125059614	0.620032845	0.20169837	0.840152537	NA
D730048I06Rik	0	NA	NA	NA	NA	NA
D7Ertd443e	0	NA	NA	NA	NA	NA
D7Ertd715e	0	NA	NA	NA	NA	NA
D830014E11Rik	0	NA	NA	NA	NA	NA
D830015G02Rik	0	NA	NA	NA	NA	NA
D830030K20Rik	0.248362024	0.008242112	0.407469623	0.020227549	0.983861851	NA
D830031N03Rik	0.139997909	0.159077634	0.309937777	0.513256679	0.607771783	NA
D830044I16Rik	0	NA	NA	NA	NA	NA
D830046C22Rik	0	NA	NA	NA	NA	NA
D8Ertd738e	47.9848821	-0.117100308	0.308324101	-0.379796155	0.704096737	NA
D8Ertd82e	1.198566886	0.12986329	0.683340793	0.190041764	0.849276404	NA
D930014E17Rik	38.82455593	-0.139952284	0.328137646	-0.426504808	0.669740045	NA
D930016D06Rik	2.346679993	-0.531312403	0.695957074	-0.763426974	0.445208798	NA
D930020B18Rik	0	NA	NA	NA	NA	NA
D930020E02Rik	0	NA	NA	NA	NA	NA
D930028M14Rik	2.791715816	-0.262025915	0.693909927	-0.377607965	0.705721847	NA
D930042L22	0	NA	NA	NA	NA	NA
D930048N14Rik	3.51330332	0.859498034	0.699006959	1.22959868	0.218847425	NA
D9Ertd402e	0.771362348	-0.355010606	0.620678885	-0.571971458	0.567341312	NA
DXBay18	0	NA	NA	NA	NA	NA
Daam1	5.661942717	-1.031790985	0.635539366	-1.623488709	0.104484975	NA
Daam2	0	NA	NA	NA	NA	NA
Dab1	0	NA	NA	NA	NA	NA
Dab2	0	NA	NA	NA	NA	NA
Dab2ip	3.420603432	-0.183874462	0.696596776	-0.263961115	0.791809882	NA
Dach1	0	NA	NA	NA	NA	NA
Dach2	0	NA	NA	NA	NA	NA
Dact1	0	NA	NA	NA	NA	NA
Dact2	0	NA	NA	NA	NA	NA
Dact3	0	NA	NA	NA	NA	NA
Dad1	45.26503106	0.270322716	0.356495431	0.758278207	0.448284451	NA
Daf2	0	NA	NA	NA	NA	NA
Dag1	0.804704856	-0.267017295	0.618329073	-0.431836875	0.665859976	NA
Dagla	0	NA	NA	NA	NA	NA
Daglb	11.09433679	-0.833363064	0.540781046	-1.541036007	0.123308023	NA
Dak	1.575253127	-0.24500593	0.680624888	-0.359972041	0.718868042	NA
Dand5	3.256600685	0.466111567	0.695523996	0.670158858	0.502756527	NA
Dao	0	NA	NA	NA	NA	NA
Dapk1	0.202670452	0.226737183	0.362860703	0.624860121	0.532062868	NA
Dapk3	0.214550411	-0.005869052	0.387520128	-0.015145153	0.987916378	NA
Dapl1	0	NA	NA	NA	NA	NA
Dapp1	52.56894705	-0.317406616	0.271104141	-1.170792208	0.241682311	NA
Darc	0	NA	NA	NA	NA	NA
Dars	52.46368039	0.093275396	0.265902707	0.350787687	0.725747635	NA
Dars2	39.17844152	-0.15160096	0.429168681	-0.353243299	0.72390605	NA
Daxx	22.37463201	-0.379096823	0.399910685	-0.947953724	0.343153013	NA
Dazap1	18.13893123	-0.285101578	0.41288626	-0.690508757	0.489874305	NA
Dazl	0	NA	NA	NA	NA	NA
Dbc1	0	NA	NA	NA	NA	NA
Dbf4	26.86300328	-0.048201992	0.380337329	-0.126734844	0.899150267	NA
Dbh	0	NA	NA	NA	NA	NA
Dbil5	0	NA	NA	NA	NA	NA
Dbn1	0.139997909	0.159077634	0.309937777	0.513256679	0.607771783	NA
Dbndd1	0	NA	NA	NA	NA	NA
Dbndd2	0	NA	NA	NA	NA	NA
Dbp	1.700117706	-0.44378514	0.694793279	-0.638729753	0.522998754	NA
Dbpht2	0	NA	NA	NA	NA	NA
Dbr1	8.906601598	0.662697478	0.590767348	1.121757119	0.261965723	NA
Dbt	5.955699916	-0.867355461	0.661709213	-1.310780392	0.189931969	NA
Dbx1	0	NA	NA	NA	NA	NA
Dbx2	0	NA	NA	NA	NA	NA
Dcaf10	12.95715254	0.643959499	0.547798516	1.175540787	0.239778429	NA
Dcaf12l1	0	NA	NA	NA	NA	NA
Dcaf12l2	0	NA	NA	NA	NA	NA
Dcaf13	32.0665004	0.108171272	0.391883672	0.276029034	0.782525766	NA
Dcaf15	26.86675114	-0.423901561	0.408616058	-1.037407985	0.299545758	NA
Dcaf17	8.832770235	0.721890262	0.575874949	1.253553855	0.210004213	NA
Dcaf4	11.53248899	0.148054835	0.500037691	0.29608735	0.767163374	NA
Dcaf5	15.55291882	-1.408266443	0.476650548	-2.954505033	0.00313171	NA
Dcaf6	1.680967643	-0.356348956	0.677249814	-0.526170623	0.598769663	NA
Dcaf8	20.3047492	0.177583027	0.464543146	0.38227456	0.702257722	NA
Dcakd	7.281600727	-0.469609196	0.56603067	-0.829653269	0.40673485	NA
Dcbld1	15.64759275	0.876051869	0.435737904	2.010501866	0.044378099	NA
Dcbld2	2.437938859	-1.212515622	0.693661686	-1.747992785	0.080465277	NA
Dcc	0	NA	NA	NA	NA	NA
Dcdc2a	0	NA	NA	NA	NA	NA
Dcdc5	0	NA	NA	NA	NA	NA
Dchs1	0	NA	NA	NA	NA	NA
Dci	23.32552477	-0.504270306	0.411402884	-1.225733523	0.220298971	NA
Dclk1	0	NA	NA	NA	NA	NA
Dclk2	7.822958635	-0.850614504	0.625113415	-1.360736283	0.173597044	NA
Dclk3	0	NA	NA	NA	NA	NA
Dclre1a	1.974017663	0.625695215	0.699033347	0.895086362	0.370740924	NA
Dclre1b	0.796331364	-0.320411207	0.641599501	-0.499394415	0.617501553	NA
Dclre1c	4.319324308	0.235863721	0.688148004	0.342751442	0.731785459	NA
Dcn	0	NA	NA	NA	NA	NA
Dcp1a	16.02610025	0.513244888	0.458296564	1.119896873	0.262757711	NA
Dcp1b	6.127449324	0.449200114	0.648516084	0.692658402	0.48852395	NA
Dcp2	20.19012777	0.415264402	0.457256906	0.908164308	0.363791418	NA
Dcpp1	0	NA	NA	NA	NA	NA
Dcpp2	0	NA	NA	NA	NA	NA
Dcpp3	0	NA	NA	NA	NA	NA
Dcps	34.83388038	0.770332362	0.357326243	2.155823642	0.031097439	NA
Dcst1	0	NA	NA	NA	NA	NA
Dcst2	0	NA	NA	NA	NA	NA
Dct	0	NA	NA	NA	NA	NA
Dctd	9.035873672	-0.400325227	0.608439527	-0.65795401	0.510567683	NA
Dctn1	36.1898127	-0.333154965	0.345359752	-0.964660657	0.334714807	NA
Dctn3	43.82162415	-0.509349422	0.346268972	-1.470964663	0.141300674	NA
Dctn4	29.29102233	-0.114529667	0.442377193	-0.258895957	0.795715517	NA
Dctn5	30.69574265	-0.106503243	0.384772425	-0.276795416	0.781937201	NA
Dctn6	12.03620895	-0.823086531	0.525324959	-1.566814057	0.117158161	NA
Dctpp1	23.50804305	0.180253885	0.379186076	0.475370528	0.634522897	NA
Dcun1d1	8.081987095	-1.251588457	0.588498679	-2.126748117	0.033441017	NA
Dcun1d2	13.37960369	-0.882069301	0.507903242	-1.736687676	0.082442314	NA
Dcun1d3	0.684523054	-0.712368256	0.570470354	-1.248738435	0.211760758	NA
Dcun1d4	3.265355943	0.658677121	0.69902325	0.942282136	0.346048211	NA
Dcun1d5	36.77747769	0.168350923	0.316483627	0.531941967	0.59476619	NA
Dcx	0	NA	NA	NA	NA	NA
Dcxr	11.40554007	-0.277726277	0.56415184	-0.492289943	0.622514389	NA
Dda1	37.79466101	-0.557592357	0.301983094	-1.846435671	0.064828972	NA
Ddah1	0	NA	NA	NA	NA	NA
Ddah2	50.91222799	-0.389262051	0.325778472	-1.194867324	0.232138872	NA
Ddb2	13.68009008	-0.063634223	0.514651725	-0.123645215	0.90159619	NA
Ddc	0	NA	NA	NA	NA	NA
Ddhd1	12.86691331	-0.019041718	0.525306343	-0.036248788	0.971083984	NA
Ddhd2	13.66910545	-0.008419455	0.473989485	-0.017762958	0.985827955	NA
Ddi1	0	NA	NA	NA	NA	NA
Ddi2	0.632380125	0.351500113	0.537101008	0.654439496	0.512828696	NA
Ddit3	12.82623741	0.402018566	0.515632147	0.779661563	0.435590109	NA
Ddit4	0.227115555	0.305466845	0.411883393	0.741634284	0.458308945	NA
Ddit4l	0	NA	NA	NA	NA	NA
Ddn	0	NA	NA	NA	NA	NA
Ddo	0	NA	NA	NA	NA	NA
Ddr1	0	NA	NA	NA	NA	NA
Ddr2	0	NA	NA	NA	NA	NA
Ddrgk1	43.88027783	0.294033012	0.420943134	0.698510055	0.484858272	NA
Ddx1	43.76964905	0.217266552	0.2919362	0.744226141	0.456739676	NA
Ddx10	9.298961759	0.10614318	0.550241164	0.192903015	0.847034924	NA
Ddx11	11.91567762	0.265990667	0.623406585	0.426672853	0.669617626	NA
Ddx18	26.23241241	-0.014655772	0.39991831	-0.036646914	0.970766536	NA
Ddx19a	1.883551202	0.664004453	0.691817977	0.959796471	0.337157659	NA
Ddx19b	10.61893813	-0.157477552	0.549444171	-0.286612472	0.774409064	NA
Ddx20	17.24706238	0.242186124	0.512916831	0.472174258	0.636802412	NA
Ddx23	0	NA	NA	NA	NA	NA
Ddx25	2.839864785	-1.429622129	0.688938468	-2.075108585	0.037976472	NA
Ddx26b	12.70814691	-0.955921723	0.562857307	-1.698337592	0.089444063	NA
Ddx27	35.36463217	0.374771727	0.419657137	0.893042662	0.371834327	NA
Ddx28	13.11508509	-0.116851131	0.573403492	-0.203785175	0.838521378	NA
Ddx31	12.22504929	-0.254931599	0.499301829	-0.510576136	0.60964789	NA
Ddx3x	44.04932058	0.230113361	0.298034186	0.772103912	0.440052886	NA
Ddx3y	0	NA	NA	NA	NA	NA
Ddx4	1.006242631	0.821745779	0.586555581	1.400968307	0.161223551	NA
Ddx42	11.99181801	0.24653286	0.501909734	0.491189637	0.623292327	NA
Ddx47	20.15534742	-0.24454013	0.460055104	-0.531545305	0.595040955	NA
Ddx49	28.87923263	-0.024703121	0.342067394	-0.072217117	0.942429123	NA
Ddx50	41.42599241	0.369971669	0.351539738	1.052431997	0.292601395	NA
Ddx51	15.84847703	0.433464459	0.471143686	0.920026038	0.357559152	NA
Ddx52	30.25498725	0.107152788	0.414005204	0.258819907	0.795774197	NA
Ddx55	21.18760184	0.026508233	0.469501361	0.056460396	0.954975045	NA
Ddx56	26.35897705	0.179475487	0.414557573	0.432932597	0.665063738	NA
Ddx58	3.801924159	-0.332987361	0.686474742	-0.485068628	0.627627665	NA
Ddx59	3.383614566	0.769733752	0.681407492	1.129623259	0.258635006	NA
Ddx6	30.24931752	0.137401333	0.354121246	0.388006467	0.698011248	NA
Ddx60	0	NA	NA	NA	NA	NA
Deaf1	32.35454338	-0.294906862	0.383625985	-0.768735366	0.442050425	NA
Dear1	0	NA	NA	NA	NA	NA
Deb1	3.593308145	0.530419019	0.675135863	0.78564782	0.432073841	NA
Decr1	12.25710751	0.130583096	0.528168613	0.247237517	0.804724412	NA
Decr2	0.713205246	-0.445891769	0.58687516	-0.759772774	0.44739042	NA
Dedd	8.215217447	-0.628099609	0.549234126	-1.143591739	0.252792989	NA
Dedd2	33.25574821	-0.483492377	0.385408336	-1.254493824	0.209662569	NA
Def8	4.143821326	-0.709582846	0.6757015	-1.050142475	0.293652613	NA
Defa-ps1	0	NA	NA	NA	NA	NA
Defa-ps12	0	NA	NA	NA	NA	NA
Defa-ps13	0	NA	NA	NA	NA	NA
Defa-rs7	0	NA	NA	NA	NA	NA
Defa17	0	NA	NA	NA	NA	NA
Defa20	0	NA	NA	NA	NA	NA
Defa21	0	NA	NA	NA	NA	NA
Defa22	0	NA	NA	NA	NA	NA
Defa23	0	NA	NA	NA	NA	NA
Defa24	0	NA	NA	NA	NA	NA
Defa25	0	NA	NA	NA	NA	NA
Defa26	0	NA	NA	NA	NA	NA
Defa3	0	NA	NA	NA	NA	NA
Defa5	0	NA	NA	NA	NA	NA
Defb1	0	NA	NA	NA	NA	NA
Defb10	0	NA	NA	NA	NA	NA
Defb11	0	NA	NA	NA	NA	NA
Defb12	0	NA	NA	NA	NA	NA
Defb13	0	NA	NA	NA	NA	NA
Defb14	0	NA	NA	NA	NA	NA
Defb15	0	NA	NA	NA	NA	NA
Defb18	0	NA	NA	NA	NA	NA
Defb19	0	NA	NA	NA	NA	NA
Defb2	0	NA	NA	NA	NA	NA
Defb20	0	NA	NA	NA	NA	NA
Defb21	0	NA	NA	NA	NA	NA
Defb22	0	NA	NA	NA	NA	NA
Defb23	0	NA	NA	NA	NA	NA
Defb25	0	NA	NA	NA	NA	NA
Defb26	0	NA	NA	NA	NA	NA
Defb28	0	NA	NA	NA	NA	NA
Defb29	0	NA	NA	NA	NA	NA
Defb3	0	NA	NA	NA	NA	NA
Defb30	0	NA	NA	NA	NA	NA
Defb33	0	NA	NA	NA	NA	NA
Defb34	0	NA	NA	NA	NA	NA
Defb35	0	NA	NA	NA	NA	NA
Defb36	0	NA	NA	NA	NA	NA
Defb37	0	NA	NA	NA	NA	NA
Defb38	0	NA	NA	NA	NA	NA
Defb39	0	NA	NA	NA	NA	NA
Defb4	0	NA	NA	NA	NA	NA
Defb40	0	NA	NA	NA	NA	NA
Defb41	0	NA	NA	NA	NA	NA
Defb42	0	NA	NA	NA	NA	NA
Defb43	0	NA	NA	NA	NA	NA
Defb44	0	NA	NA	NA	NA	NA
Defb45	0	NA	NA	NA	NA	NA
Defb46	0	NA	NA	NA	NA	NA
Defb47	0	NA	NA	NA	NA	NA
Defb48	0	NA	NA	NA	NA	NA
Defb48-ps	0	NA	NA	NA	NA	NA
Defb5	0	NA	NA	NA	NA	NA
Defb50	0	NA	NA	NA	NA	NA
Defb6	0	NA	NA	NA	NA	NA
Defb7	0	NA	NA	NA	NA	NA
Defb8	0	NA	NA	NA	NA	NA
Defb9	0	NA	NA	NA	NA	NA
Defcr-rs1	0	NA	NA	NA	NA	NA
Degs1	9.498869818	0.00449524	0.537002283	0.008370988	0.993320996	NA
Degs2	16.24317253	0.067227825	0.593108379	0.113348298	0.909754428	NA
Dem1	11.94809334	0.175626648	0.562225563	0.312377558	0.754753604	NA
Dennd1a	12.89269231	0.54509648	0.498782307	1.092854482	0.274457696	NA
Dennd1b	14.86801945	-0.468701612	0.477158128	-0.982277329	0.32596324	NA
Dennd1c	45.40217499	-0.259874798	0.318028969	-0.817141906	0.413847337	NA
Dennd2a	0	NA	NA	NA	NA	NA
Dennd2c	0	NA	NA	NA	NA	NA
Dennd2d	40.51777322	0.22190551	0.330640957	0.671137393	0.502133007	NA
Dennd4a	15.7981611	0.213534572	0.460289453	0.463913675	0.642709595	NA
Dennd4c	0.101335226	0.118282433	0.270538737	0.437210708	0.661958545	NA
Dennd5a	13.09017445	1.041120259	0.53841334	1.933682137	0.053152221	NA
Dennd5b	12.1131621	-0.065175753	0.470875612	-0.138413949	0.889913274	NA
Denr	54.52541924	-0.362508615	0.331094444	-1.094879791	0.273569304	NA
Depdc1a	5.200630753	0.21750469	0.628702946	0.345957803	0.729374427	NA
Depdc1b	0.866706332	-0.19591242	0.603385108	-0.324688856	0.74541657	NA
Depdc5	17.11381953	-1.231859695	0.485818229	-2.535639097	0.011224234	NA
Depdc6	0	NA	NA	NA	NA	NA
Depdc7	0.202670452	0.226737183	0.362860703	0.624860121	0.532062868	NA
Dera	43.80890738	-0.596101724	0.300376813	-1.984513108	0.047198668	NA
Derl2	21.78367347	0.235513792	0.392070373	0.600692651	0.548044715	NA
Derl3	41.87196203	-0.109019911	0.327419028	-0.332967547	0.739158781	NA
Des	0	NA	NA	NA	NA	NA
Det1	29.80703712	0.165423442	0.468259463	0.353273036	0.723883758	NA
Dexi	14.35904517	-0.119529867	0.542303212	-0.220411504	0.825550687	NA
Dffa	36.28553618	0.742823768	0.456815182	1.626092556	0.103929967	NA
Dffb	15.72544157	-0.541463015	0.460578663	-1.175614631	0.239748906	NA
Dfna5	0.603541965	-0.636003348	0.550420501	-1.155486299	0.24789134	NA
Dfnb59	0	NA	NA	NA	NA	NA
Dgat1	12.37391555	-0.267949666	0.605105681	-0.442814659	0.657899799	NA
Dgat2	0.501371318	-0.078689821	0.506590825	-0.155332109	0.876559504	NA
Dgat2l6	0	NA	NA	NA	NA	NA
Dgcr14	34.83493148	0.338794664	0.381243358	0.888657224	0.374187327	NA
Dgcr6	42.53358939	0.177139719	0.314323375	0.563558849	0.573054399	NA
Dgcr8	33.00019657	0.059976485	0.361625606	0.165852428	0.868273086	NA
Dgka	30.24557593	-0.804283567	0.381481873	-2.108313984	0.035003839	NA
Dgkb	0	NA	NA	NA	NA	NA
Dgke	3.52675886	-0.459113382	0.673801732	-0.681377563	0.495632616	NA
Dgkg	0.319246787	-0.38899465	0.461959867	-0.84205291	0.399758338	NA
Dgkh	0.348360139	0.3563877	0.438446134	0.812842612	0.416308301	NA
Dgki	0.608011357	0.576028459	0.524317165	1.098625981	0.271931241	NA
Dgkk	0	NA	NA	NA	NA	NA
Dgkq	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
Dguok	32.03548861	-0.412953872	0.402543045	-1.025862644	0.304956333	NA
Dhcr24	32.57027424	0.253671195	0.428419009	0.592110036	0.553776907	NA
Dhcr7	3.14937356	-0.595890021	0.692193502	-0.860872023	0.389308532	NA
Dhdds	37.21566192	0.580643926	0.357664192	1.623433205	0.104496831	NA
Dhdh	0.766741478	0.561445027	0.599487339	0.936541926	0.348994237	NA
Dhdpsl	0	NA	NA	NA	NA	NA
Dhh	0	NA	NA	NA	NA	NA
Dhodh	19.43731486	0.215404402	0.399460142	0.539238787	0.5897221	NA
Dhps	41.06630171	0.725757473	0.434962926	1.668550191	0.095206557	NA
Dhrs11	1.130365081	-0.507703221	0.655697145	-0.774295304	0.43875618	NA
Dhrs13	11.69743575	-0.580079809	0.524026161	-1.106967269	0.26830808	NA
Dhrs2	0.17418007	0.192667168	0.337745185	0.570451265	0.568371668	NA
Dhrs3	15.71913782	0.040184787	0.559489381	0.071824039	0.942741942	NA
Dhrs4	16.0069352	1.032374292	0.437783617	2.358183934	0.018364591	NA
Dhrs7	5.372301355	0.934546635	0.63066242	1.481849251	0.138380411	NA
Dhrs7b	40.02561671	-0.349242701	0.365319855	-0.955991568	0.339076495	NA
Dhrs7c	0	NA	NA	NA	NA	NA
Dhrs9	0	NA	NA	NA	NA	NA
Dhrsx	0	NA	NA	NA	NA	NA
Dhtkd1	0.17418007	0.192667168	0.337745185	0.570451265	0.568371668	NA
Dhx29	21.68867046	1.093643364	0.472744435	2.313392359	0.020701077	NA
Dhx32	19.16383338	0.48111386	0.423034471	1.13729233	0.2554161	NA
Dhx33	4.65268088	1.66520927	0.663302798	2.510481298	0.012056671	NA
Dhx34	12.86195818	-0.509232891	0.497420455	-1.023747387	0.305954607	NA
Dhx35	14.09994448	-1.110168169	0.507355071	-2.188148362	0.028658797	NA
Dhx36	9.431458953	-0.164674716	0.617393746	-0.266725598	0.789680443	NA
Dhx37	10.36204912	-0.174448022	0.567191523	-0.307564579	0.758413676	NA
Dhx38	17.25296957	-0.472867513	0.439340929	-1.076311087	0.281788152	NA
Dhx40	29.66462094	0.112415528	0.397606977	0.282730269	0.777383611	NA
Dhx57	20.49902032	-0.223867437	0.443031509	-0.505308162	0.613342411	NA
Dhx58	10.10804963	-0.649470571	0.539764837	-1.203247279	0.228880644	NA
Dhx8	23.19353642	-0.176901267	0.420940518	-0.42025241	0.674301072	NA
Dhx9	3.039376179	0.18688553	0.689087643	0.271207199	0.786231676	NA
Diap1	3.804317143	1.258800208	0.669249309	1.880913721	0.059983656	NA
Diap2	0.647740903	-0.068526439	0.537772703	-0.127426398	0.898602924	NA
Diap3	2.181370108	0.36979537	0.695493922	0.531701799	0.594932546	NA
Dicer1	10.40517109	1.03677916	0.516397883	2.00771381	0.044673712	NA
Dido1	18.09565797	0.148760928	0.504296747	0.294986888	0.768003896	NA
Dimt1	1.268671968	0.121388039	0.639068752	0.189945195	0.849352076	NA
Dio1	0.679291107	-0.589602416	0.534535068	-1.10301915	0.270018849	NA
Dio2	0	NA	NA	NA	NA	NA
Dio3	0	NA	NA	NA	NA	NA
Dio3os	0	NA	NA	NA	NA	NA
Dip2a	1.56159557	0.252054085	0.689779971	0.365412298	0.714803662	NA
Dip2b	14.19834609	0.231344496	0.438662568	0.527385997	0.597925566	NA
Dip2c	0	NA	NA	NA	NA	NA
Diras1	0	NA	NA	NA	NA	NA
Diras2	0	NA	NA	NA	NA	NA
Dirc2	1.844006429	0.07946652	0.691609587	0.114900836	0.908523722	NA
Dis3	6.743822107	1.371337074	0.609057667	2.251571812	0.024349344	NA
Dis3l	10.88208961	-0.177572564	0.544357731	-0.326205643	0.744268772	NA
Dis3l2	6.092392237	0.41687545	0.660994987	0.630678687	0.528250638	NA
Disc1	0	NA	NA	NA	NA	NA
Disp1	0	NA	NA	NA	NA	NA
Disp2	0	NA	NA	NA	NA	NA
Dixdc1	0	NA	NA	NA	NA	NA
Dkk1	0	NA	NA	NA	NA	NA
Dkk2	0	NA	NA	NA	NA	NA
Dkk3	4.004576804	0.031672136	0.693164872	0.045692067	0.963555687	NA
Dkk4	0	NA	NA	NA	NA	NA
Dkkl1	6.208241311	-0.559787992	0.603067407	-0.928234532	0.353285926	NA
Dlat	9.811579198	-0.229298745	0.559481124	-0.40984179	0.681922009	NA
Dlc1	0	NA	NA	NA	NA	NA
Dld	26.29119592	0.104009582	0.393390089	0.26439299	0.791477113	NA
Dlec1	0	NA	NA	NA	NA	NA
Dleu2	12.63828264	-0.211515642	0.518394186	-0.40802086	0.68325836	NA
Dleu7	0	NA	NA	NA	NA	NA
Dlg1	2.444854755	0.914212135	0.697215771	1.311232724	0.18977915	NA
Dlg2	0	NA	NA	NA	NA	NA
Dlg3	9.505620933	0.487431684	0.651802967	0.747820596	0.454568377	NA
Dlg4	0.099566955	-0.111479908	0.26791159	-0.416107076	0.677331652	NA
Dlg5	4.015210155	-0.348853159	0.691396686	-0.50456296	0.613865831	NA
Dlgap1	0	NA	NA	NA	NA	NA
Dlgap2	0	NA	NA	NA	NA	NA
Dlgap3	0	NA	NA	NA	NA	NA
Dlgap4	45.30977101	0.105223412	0.350803019	0.299950134	0.764215193	NA
Dlgap5	15.55399231	0.078724998	0.462499714	0.170216318	0.864840019	NA
Dlk1	0	NA	NA	NA	NA	NA
Dlk2	0	NA	NA	NA	NA	NA
Dll1	0.525131235	-0.587302157	0.536315435	-1.095068534	0.273486613	NA
Dll3	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
Dll4	0	NA	NA	NA	NA	NA
Dlst	33.05121887	-0.182425699	0.36375963	-0.501500671	0.616018806	NA
Dlx1	0	NA	NA	NA	NA	NA
Dlx1as	0	NA	NA	NA	NA	NA
Dlx2	0	NA	NA	NA	NA	NA
Dlx3	0	NA	NA	NA	NA	NA
Dlx4	0	NA	NA	NA	NA	NA
Dlx5	0	NA	NA	NA	NA	NA
Dlx6	0	NA	NA	NA	NA	NA
Dlx6as	0	NA	NA	NA	NA	NA
Dlx6os1	0	NA	NA	NA	NA	NA
Dmap1	40.75938431	1.065868465	0.353072997	3.018833141	0.002537502	NA
Dmbt1	0	NA	NA	NA	NA	NA
Dmbx1	0	NA	NA	NA	NA	NA
Dmc1	0	NA	NA	NA	NA	NA
Dmd	0	NA	NA	NA	NA	NA
Dmgdh	0	NA	NA	NA	NA	NA
Dmkn	0.439359663	-0.420553165	0.474036067	-0.887175457	0.374984444	NA
Dmp1	0	NA	NA	NA	NA	NA
Dmpk	1.017983744	-0.716667276	0.626678238	-1.143596878	0.252790857	NA
Dmrt1	0	NA	NA	NA	NA	NA
Dmrt2	0	NA	NA	NA	NA	NA
Dmrt3	0.113215184	-0.125484564	0.283072699	-0.443294478	0.65755275	NA
Dmrta1	0	NA	NA	NA	NA	NA
Dmrta2	0	NA	NA	NA	NA	NA
Dmrtb1	0	NA	NA	NA	NA	NA
Dmrtc1a	0	NA	NA	NA	NA	NA
Dmrtc1b	0	NA	NA	NA	NA	NA
Dmrtc1c	0	NA	NA	NA	NA	NA
Dmrtc1c2	0	NA	NA	NA	NA	NA
Dmrtc2	0	NA	NA	NA	NA	NA
Dmtf1	7.968985255	0.436113889	0.582413032	0.74880517	0.453974643	NA
Dmwd	28.3053385	0.198682704	0.353025409	0.562800011	0.573571073	NA
Dmxl1	1.953621646	-0.781439102	0.69508899	-1.124228858	0.26091595	NA
Dmxl2	2.122494899	-0.125823461	0.694908113	-0.181064889	0.856316643	NA
Dna2	19.49676538	0.504491035	0.399700594	1.262172344	0.206886778	NA
Dnahc1	0.672540569	-0.704305106	0.568479356	-1.238928202	0.215372088	NA
Dnahc10	0	NA	NA	NA	NA	NA
Dnahc11	0	NA	NA	NA	NA	NA
Dnahc12	0	NA	NA	NA	NA	NA
Dnahc17	0.226430369	-0.238405437	0.376894149	-0.632552769	0.527025739	NA
Dnahc2	0.099566955	-0.111479908	0.26791159	-0.416107076	0.677331652	NA
Dnahc3	0	NA	NA	NA	NA	NA
Dnahc5	0	NA	NA	NA	NA	NA
Dnahc6	0	NA	NA	NA	NA	NA
Dnahc7a	0	NA	NA	NA	NA	NA
Dnahc7b	0	NA	NA	NA	NA	NA
